Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range
2,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,15,Sep 16 - Sep 28,26.9,24.4,29.6,24.4 - 29.6,22.5-29.2
2,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,15,Sep 16 - Sep 28,35.0,30.3,40.0,30.3 - 40.0,34.0-41.1
2,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,15,Sep 16 - Sep 28,29.9,26.5,33.4,26.5 - 33.4,29.3-31.5
2,Symptoms of Anxiety Disorder,By State,Montana,Montana,15,Sep 16 - Sep 28,33.1,28.0,38.5,28.0 - 38.5,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,15,Sep 16 - Sep 28,27.6,24.5,31.0,24.5 - 31.0,22.5-29.2
2,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,15,Sep 16 - Sep 28,35.6,31.5,39.9,31.5 - 39.9,34.0-41.1
2,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,15,Sep 16 - Sep 28,29.4,25.7,33.2,25.7 - 33.2,29.3-31.5
2,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,15,Sep 16 - Sep 28,34.9,30.9,39.0,30.9 - 39.0,34.0-41.1
2,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,15,Sep 16 - Sep 28,38.0,34.4,41.6,34.4 - 41.6,34.0-41.1
2,Symptoms of Anxiety Disorder,By State,New York,New York,15,Sep 16 - Sep 28,32.3,29.4,35.4,29.4 - 35.4,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,15,Sep 16 - Sep 28,28.7,25.3,32.3,25.3 - 32.3,22.5-29.2
2,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,15,Sep 16 - Sep 28,23.2,19.5,27.2,19.5 - 27.2,22.5-29.2
2,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,15,Sep 16 - Sep 28,32.3,28.0,36.8,28.0 - 36.8,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,15,Sep 16 - Sep 28,29.2,25.5,33.1,25.5 - 33.1,22.5-29.2
2,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,15,Sep 16 - Sep 28,41.1,38.1,44.1,38.1 - 44.1,34.0-41.1
2,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,15,Sep 16 - Sep 28,30.7,27.5,34.0,27.5 - 34.0,29.3-31.5
2,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,15,Sep 16 - Sep 28,33.4,28.1,39.0,28.1 - 39.0,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,15,Sep 16 - Sep 28,31.8,27.8,36.1,27.8 - 36.1,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,15,Sep 16 - Sep 28,22.5,19.4,25.8,19.4 - 25.8,22.5-29.2
2,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,15,Sep 16 - Sep 28,30.5,27.4,33.8,27.4 - 33.8,29.3-31.5
2,Symptoms of Anxiety Disorder,By State,Texas,Texas,15,Sep 16 - Sep 28,33.2,29.8,36.7,29.8 - 36.7,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,Utah,Utah,15,Sep 16 - Sep 28,33.9,30.9,36.9,30.9 - 36.9,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,15,Sep 16 - Sep 28,33.0,27.4,38.9,27.4 - 38.9,31.6-33.9
2,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,15,Sep 16 - Sep 28,31.1,27.6,34.8,27.6 - 34.8,29.3-31.5
2,Symptoms of Anxiety Disorder,By State,Washington,Washington,15,Sep 16 - Sep 28,34.6,32.0,37.3,32.0 - 37.3,34.0-41.1
2,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,15,Sep 16 - Sep 28,36.4,30.4,42.7,30.4 - 42.7,34.0-41.1
2,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,15,Sep 16 - Sep 28,28.4,24.6,32.4,24.6 - 32.4,22.5-29.2
2,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,15,Sep 16 - Sep 28,29.1,24.7,33.7,24.7 - 33.7,22.5-29.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,15,Sep 16 - Sep 28,37.2,36.6,37.9,36.6 - 37.9,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,15,Sep 16 - Sep 28,49.9,47.9,51.9,47.9 - 51.9,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,15,Sep 16 - Sep 28,43.0,41.4,44.6,41.4 - 44.6,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,15,Sep 16 - Sep 28,39.0,37.7,40.2,37.7 - 40.2,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,15,Sep 16 - Sep 28,35.6,34.2,37.0,34.2 - 37.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,15,Sep 16 - Sep 28,30.7,29.3,32.0,29.3 - 32.0,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,15,Sep 16 - Sep 28,23.5,21.5,25.6,21.5 - 25.6,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,15,Sep 16 - Sep 28,19.1,15.9,22.5,15.9 - 22.5,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,15,Sep 16 - Sep 28,32.7,31.8,33.6,31.8 - 33.6,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,15,Sep 16 - Sep 28,41.4,40.5,42.4,40.5 - 42.4,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,15,Sep 16 - Sep 28,44.4,41.9,46.8,41.9 - 46.8,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",15,Sep 16 - Sep 28,35.6,34.9,36.2,34.9 - 36.2,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",15,Sep 16 - Sep 28,37.4,35.2,39.7,35.2 - 39.7,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",15,Sep 16 - Sep 28,30.1,27.5,32.7,27.5 - 32.7,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",15,Sep 16 - Sep 28,44.4,41.4,47.4,41.4 - 47.4,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,15,Sep 16 - Sep 28,44.6,40.1,49.1,40.1 - 49.1,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,15,Sep 16 - Sep 28,36.7,35.2,38.2,35.2 - 38.2,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,15,Sep 16 - Sep 28,39.7,38.8,40.6,38.8 - 40.6,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,15,Sep 16 - Sep 28,33.6,32.9,34.3,32.9 - 34.3,
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,15,Sep 16 - Sep 28,37.2,33.4,41.2,33.4 - 41.2,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,15,Sep 16 - Sep 28,35.5,32.7,38.5,32.7 - 38.5,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,15,Sep 16 - Sep 28,39.3,36.3,42.3,36.3 - 42.3,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,15,Sep 16 - Sep 28,31.6,27.9,35.5,27.9 - 35.5,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,15,Sep 16 - Sep 28,42.3,39.7,44.9,39.7 - 44.9,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,15,Sep 16 - Sep 28,37.7,34.0,41.5,34.0 - 41.5,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,15,Sep 16 - Sep 28,33.5,30.1,37.0,30.1 - 37.0,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,15,Sep 16 - Sep 28,28.0,23.9,32.4,23.9 - 32.4,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,15,Sep 16 - Sep 28,46.4,40.9,52.0,40.9 - 52.0,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,15,Sep 16 - Sep 28,36.4,33.9,38.9,33.9 - 38.9,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,15,Sep 16 - Sep 28,35.3,31.6,39.1,31.6 - 39.1,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,15,Sep 16 - Sep 28,33.3,29.3,37.5,29.3 - 37.5,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,15,Sep 16 - Sep 28,33.2,29.8,36.8,29.8 - 36.8,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,15,Sep 16 - Sep 28,36.3,33.6,38.9,33.6 - 38.9,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,15,Sep 16 - Sep 28,36.6,33.2,40.0,33.2 - 40.0,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,15,Sep 16 - Sep 28,34.2,31.1,37.4,31.1 - 37.4,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,15,Sep 16 - Sep 28,35.2,32.0,38.5,32.0 - 38.5,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,15,Sep 16 - Sep 28,39.8,35.9,43.9,35.9 - 43.9,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,15,Sep 16 - Sep 28,44.5,39.6,49.5,39.6 - 49.5,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,15,Sep 16 - Sep 28,33.5,28.4,38.9,28.4 - 38.9,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,15,Sep 16 - Sep 28,35.3,32.7,38.0,32.7 - 38.0,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,15,Sep 16 - Sep 28,38.4,35.0,42.0,35.0 - 42.0,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,15,Sep 16 - Sep 28,33.2,30.3,36.2,30.3 - 36.2,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,15,Sep 16 - Sep 28,30.5,28.0,33.1,28.0 - 33.1,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,15,Sep 16 - Sep 28,38.0,33.1,43.0,33.1 - 43.0,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,15,Sep 16 - Sep 28,33.8,30.5,37.4,30.5 - 37.4,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,15,Sep 16 - Sep 28,38.2,33.6,43.1,33.6 - 43.1,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,15,Sep 16 - Sep 28,30.8,27.5,34.3,27.5 - 34.3,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,15,Sep 16 - Sep 28,42.8,39.0,46.7,39.0 - 46.7,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,15,Sep 16 - Sep 28,32.2,28.6,36.1,28.6 - 36.1,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,15,Sep 16 - Sep 28,38.3,34.0,42.7,34.0 - 42.7,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,15,Sep 16 - Sep 28,43.2,39.1,47.3,39.1 - 47.3,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,15,Sep 16 - Sep 28,36.2,32.9,39.7,32.9 - 39.7,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,15,Sep 16 - Sep 28,32.6,28.8,36.7,28.8 - 36.7,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,15,Sep 16 - Sep 28,27.7,23.1,32.7,23.1 - 32.7,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,15,Sep 16 - Sep 28,36.5,32.0,41.1,32.0 - 41.1,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,15,Sep 16 - Sep 28,34.5,30.6,38.5,30.6 - 38.5,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,15,Sep 16 - Sep 28,47.6,44.7,50.6,44.7 - 50.6,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,15,Sep 16 - Sep 28,34.6,31.2,38.1,31.2 - 38.1,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,15,Sep 16 - Sep 28,38.3,32.7,44.3,32.7 - 44.3,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,15,Sep 16 - Sep 28,35.3,31.2,39.7,31.2 - 39.7,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,15,Sep 16 - Sep 28,27.3,23.3,31.6,23.3 - 31.6,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,15,Sep 16 - Sep 28,35.6,32.3,39.1,32.3 - 39.1,33.4-36.2
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,15,Sep 16 - Sep 28,39.5,36.4,42.7,36.4 - 42.7,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,15,Sep 16 - Sep 28,38.5,35.5,41.5,35.5 - 41.5,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,15,Sep 16 - Sep 28,36.6,30.8,42.7,30.8 - 42.7,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,15,Sep 16 - Sep 28,36.5,32.8,40.3,32.8 - 40.3,36.3-38.4
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,15,Sep 16 - Sep 28,39.9,36.9,42.9,36.9 - 42.9,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,15,Sep 16 - Sep 28,39.2,33.3,45.4,33.3 - 45.4,38.5-47.6
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,15,Sep 16 - Sep 28,30.8,26.9,34.9,26.9 - 34.9,27.3-33.3
2,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,15,Sep 16 - Sep 28,33.2,28.4,38.3,28.4 - 38.3,27.3-33.3
2,Symptoms of Depressive Disorder,National Estimate,United States,United States,16,Sep 30 - Oct 12,25.4,24.8,26.0,24.8 - 26.0,
2,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,16,Sep 30 - Oct 12,39.3,37.1,41.5,37.1 - 41.5,
2,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,16,Sep 30 - Oct 12,28.4,27.1,29.8,27.1 - 29.8,
2,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,16,Sep 30 - Oct 12,26.4,25.0,28.0,25.0 - 28.0,
2,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,16,Sep 30 - Oct 12,22.6,21.5,23.8,21.5 - 23.8,
2,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,16,Sep 30 - Oct 12,19.6,18.3,21.0,18.3 - 21.0,
2,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,16,Sep 30 - Oct 12,15.0,13.6,16.5,13.6 - 16.5,
2,Symptoms of Depressive Disorder,By Age,United States,80 years and above,16,Sep 30 - Oct 12,10.8,8.1,14.1,8.1 - 14.1,
2,Symptoms of Depressive Disorder,By Gender,United States,Male,16,Sep 30 - Oct 12,23.5,22.5,24.4,22.5 - 24.4,
2,Symptoms of Depressive Disorder,By Gender,United States,Female,16,Sep 30 - Oct 12,27.2,26.5,28.0,26.5 - 28.0,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,16,Sep 30 - Oct 12,31.5,28.9,34.2,28.9 - 34.2,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",16,Sep 30 - Oct 12,23.3,22.7,23.9,22.7 - 23.9,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",16,Sep 30 - Oct 12,29.2,27.1,31.4,27.1 - 31.4,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",16,Sep 30 - Oct 12,19.0,17.1,21.1,17.1 - 21.1,
2,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",16,Sep 30 - Oct 12,33.6,30.4,37.0,30.4 - 37.0,
2,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,16,Sep 30 - Oct 12,32.0,27.9,36.3,27.9 - 36.3,
2,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,16,Sep 30 - Oct 12,26.9,25.5,28.4,25.5 - 28.4,
2,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,16,Sep 30 - Oct 12,29.0,28.1,30.0,28.1 - 30.0,
2,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,16,Sep 30 - Oct 12,19.1,18.6,19.6,18.6 - 19.6,
2,Symptoms of Depressive Disorder,By State,Alabama,Alabama,16,Sep 30 - Oct 12,25.0,20.9,29.4,20.9 - 29.4,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Alaska,Alaska,16,Sep 30 - Oct 12,27.1,24.0,30.4,24.0 - 30.4,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Arizona,Arizona,16,Sep 30 - Oct 12,25.0,22.1,28.0,22.1 - 28.0,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,16,Sep 30 - Oct 12,30.2,25.6,35.1,25.6 - 35.1,26.1-31.5
2,Symptoms of Depressive Disorder,By State,California,California,16,Sep 30 - Oct 12,29.4,27.1,31.8,27.1 - 31.8,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Colorado,Colorado,16,Sep 30 - Oct 12,23.8,21.3,26.4,21.3 - 26.4,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,16,Sep 30 - Oct 12,22.9,19.9,26.0,19.9 - 26.0,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Delaware,Delaware,16,Sep 30 - Oct 12,24.6,19.6,30.1,19.6 - 30.1,24.5-26.0
2,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,16,Sep 30 - Oct 12,19.9,15.1,25.4,15.1 - 25.4,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Florida,Florida,16,Sep 30 - Oct 12,26.0,23.6,28.5,23.6 - 28.5,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Georgia,Georgia,16,Sep 30 - Oct 12,23.9,20.2,27.8,20.2 - 27.8,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,16,Sep 30 - Oct 12,30.1,24.9,35.7,24.9 - 35.7,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Idaho,Idaho,16,Sep 30 - Oct 12,21.0,18.3,24.0,18.3 - 24.0,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Illinois,Illinois,16,Sep 30 - Oct 12,24.1,21.1,27.4,21.1 - 27.4,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Indiana,Indiana,16,Sep 30 - Oct 12,23.1,20.2,26.2,20.2 - 26.2,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Iowa,Iowa,16,Sep 30 - Oct 12,19.6,15.5,24.2,15.5 - 24.2,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Kansas,Kansas,16,Sep 30 - Oct 12,22.7,18.9,26.7,18.9 - 26.7,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,16,Sep 30 - Oct 12,31.5,27.0,36.4,27.0 - 36.4,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,16,Sep 30 - Oct 12,28.4,25.0,32.0,25.0 - 32.0,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Maine,Maine,16,Sep 30 - Oct 12,24.4,19.6,29.6,19.6 - 29.6,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Maryland,Maryland,16,Sep 30 - Oct 12,24.4,21.8,27.2,21.8 - 27.2,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,16,Sep 30 - Oct 12,22.5,19.4,25.8,19.4 - 25.8,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Michigan,Michigan,16,Sep 30 - Oct 12,25.6,22.1,29.4,22.1 - 29.4,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,16,Sep 30 - Oct 12,19.9,16.9,23.2,16.9 - 23.2,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,16,Sep 30 - Oct 12,25.1,21.4,29.1,21.4 - 29.1,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Missouri,Missouri,16,Sep 30 - Oct 12,25.5,22.2,29.0,22.2 - 29.0,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Montana,Montana,16,Sep 30 - Oct 12,19.9,16.5,23.6,16.5 - 23.6,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,16,Sep 30 - Oct 12,20.9,18.0,24.0,18.0 - 24.0,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Nevada,Nevada,16,Sep 30 - Oct 12,29.2,25.1,33.6,25.1 - 33.6,26.1-31.5
2,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,16,Sep 30 - Oct 12,19.8,15.5,24.7,15.5 - 24.7,16.6-22.4
2,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,16,Sep 30 - Oct 12,22.5,19.6,25.8,19.6 - 25.8,22.5-24.4
2,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,16,Sep 30 - Oct 12,26.1,22.4,30.0,22.4 - 30.0,26.1-31.5
2,Symptoms of Depressive Disorder,By State,New York,New York,16,Sep 30 - Oct 12,23.3,19.8,27.1,19.8 - 27.1,22.5-24.4
2,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,16,Sep 30 - Oct 12,25.7,21.3,30.5,21.3 - 30.5,24.5-26.0
2,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,16,Sep 30 - Oct 12,16.6,13.1,20.7,13.1 - 20.7,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Ohio,Ohio,16,Sep 30 - Oct 12,25.5,22.4,28.8,22.4 - 28.8,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,16,Sep 30 - Oct 12,27.2,24.0,30.7,24.0 - 30.7,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Oregon,Oregon,16,Sep 30 - Oct 12,24.9,22.6,27.3,22.6 - 27.3,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,16,Sep 30 - Oct 12,25.1,21.9,28.6,21.9 - 28.6,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,16,Sep 30 - Oct 12,22.4,18.5,26.8,18.5 - 26.8,16.6-22.4
2,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,16,Sep 30 - Oct 12,20.3,16.8,24.3,16.8 - 24.3,16.6-22.4
2,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,16,Sep 30 - Oct 12,19.0,16.1,22.3,16.1 - 22.3,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,16,Sep 30 - Oct 12,24.5,20.9,28.3,20.9 - 28.3,24.5-26.0
2,Symptoms of Depressive Disorder,By State,Texas,Texas,16,Sep 30 - Oct 12,29.0,25.5,32.8,25.5 - 32.8,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Utah,Utah,16,Sep 30 - Oct 12,23.5,21.5,25.7,21.5 - 25.7,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Vermont,Vermont,16,Sep 30 - Oct 12,30.1,24.9,35.6,24.9 - 35.6,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Virginia,Virginia,16,Sep 30 - Oct 12,23.1,20.1,26.3,20.1 - 26.3,22.5-24.4
2,Symptoms of Depressive Disorder,By State,Washington,Washington,16,Sep 30 - Oct 12,25.2,22.7,27.7,22.7 - 27.7,24.5-26.0
2,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,16,Sep 30 - Oct 12,27.5,21.7,33.9,21.7 - 33.9,26.1-31.5
2,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,16,Sep 30 - Oct 12,21.6,19.0,24.4,19.0 - 24.4,16.6-22.4
2,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,16,Sep 30 - Oct 12,22.2,16.8,28.4,16.8 - 28.4,16.6-22.4
2,Symptoms of Anxiety Disorder,National Estimate,United States,United States,16,Sep 30 - Oct 12,32.4,31.7,33.1,31.7 - 33.1,
2,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,16,Sep 30 - Oct 12,44.7,42.3,47.0,42.3 - 47.0,
2,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,16,Sep 30 - Oct 12,38.1,36.7,39.6,36.7 - 39.6,
2,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,16,Sep 30 - Oct 12,35.3,33.9,36.7,33.9 - 36.7,
2,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,16,Sep 30 - Oct 12,31.1,29.8,32.4,29.8 - 32.4,
2,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,16,Sep 30 - Oct 12,24.8,23.5,26.1,23.5 - 26.1,
2,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,16,Sep 30 - Oct 12,18.0,16.5,19.7,16.5 - 19.7,
